trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,dropout_rate,grad_clip_norm,abc_model_name,mse,mae,auc,train_mse,train_mae,train_auc,ndcg_20,precision_20,recall_20,f1_20,ndcg,precision,recall,f1,training_time
61,2025-08-03 21:32:05,4096,0.02839139975105124,10,0.05,50,64,64,0.005,0.01,0.01,0.01,0.0001,5e-05,0.01,0.001,0.4,1.0,logistic_regression,0.04304563457709949,0.12418362832841576,0.8413831043774527,0.1750129605304116,0.28094997803387195,0.8484047616113934,0.5997540597862832,0.11523742026931257,0.5374214686194492,0.18978080187185217,0.5997540597862832,0.11523742026931257,0.5374214686194492,0.18978080187185217,263.043936252594
62,2025-08-03 21:33:54,4096,0.02332899943471381,8,10,50,64,64,0.005,0.01,0.01,0.01,5e-05,0.01,1e-05,0.0005,0.4,1.0,logistic_regression,0.04288372524075889,0.1198469891429574,0.8438136466919937,0.17744280062356413,0.279629329224627,0.8660198754544651,0.5923051989796269,0.1111268603827073,0.5281490649603109,0.18361882585085487,0.5923051989796269,0.1111268603827073,0.5281490649603109,0.18361882585085487,108.27364230155945
63,2025-08-03 21:35:46,4096,0.03412865068041915,8,50,50,64,64,0.005,0.01,0.01,0.01,5e-05,0.0005,1e-05,0.001,0.2,1.0,logistic_regression,0.043147619137344516,0.10165941875589107,0.8299976004184297,0.2012411945760783,0.279538454041714,0.8531368667215757,0.5914572042919343,0.11172927002126153,0.5289468208373197,0.18448898910218844,0.5914572042919343,0.11172927002126153,0.5289468208373197,0.18448898910218844,112.90139126777649
65,2025-08-03 21:39:27,4096,0.039582959718319016,8,0.05,20,16,64,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.041675878189556856,0.10110559061740888,0.8432710012650171,0.1690754113450579,0.2593816834165778,0.862509640274636,0.5998887471204839,0.11498936924167258,0.5398643780464978,0.18959550759139732,0.5998887471204839,0.11498936924167258,0.5398643780464978,0.18959550759139732,153.8983964920044
66,2025-08-03 21:43:08,4096,0.04759026116635691,12,0.05,20,16,64,0.005,0.01,0.01,0.01,0.0005,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.04978470813300752,0.15219445006987525,0.8398172808440808,0.20412273665762123,0.3123942851431316,0.8598811941894192,0.5942350982846005,0.11148121899362155,0.531696122827932,0.18431660462157734,0.5942350982846005,0.11148121899362155,0.531696122827932,0.18431660462157734,220.37809252738953
67,2025-08-03 21:45:11,4096,0.03953928365065869,4,0.05,50,16,64,0.005,0.01,0.01,0.01,0.005,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.08754080544713684,0.2761620896662068,0.8046141984015533,0.18977651667671908,0.37942074984389834,0.8532197949917437,0.5467343657299975,0.09588944011339474,0.4679933663524644,0.159166484105373,0.5467343657299975,0.09588944011339474,0.4679933663524644,0.159166484105373,123.0670657157898
68,2025-08-03 21:47:09,4096,0.05745332220455244,2,1,50,16,64,0.005,0.01,0.01,0.01,0.001,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.05736863339312445,0.1954812808075301,0.8326232022357052,0.17867359015042916,0.3257810861423291,0.8972060529979587,0.5826822277498321,0.10715804394046777,0.5109244544124962,0.17715973282559536,0.5826822277498321,0.10715804394046777,0.5109244544124962,0.17715973282559536,118.426833152771
69,2025-08-03 21:48:31,4096,0.044912153209777025,10,0.01,50,16,64,0.005,0.01,0.01,0.01,0.01,0.005,5e-05,0.0001,0.4,2.0,logistic_regression,0.1310687209988066,0.35531204789409976,0.6338635336004109,0.1986134911071504,0.4229130216528807,0.6624177781362858,0.41262406851736055,0.06669029057406095,0.3307530768852281,0.11099955672552535,0.41262406851736055,0.06669029057406095,0.3307530768852281,0.11099955672552535,81.98190903663635
70,2025-08-03 21:50:35,4096,0.06317403846903506,1,0.05,50,16,64,0.005,0.01,0.005,0.01,1e-05,0.001,0.001,5e-05,0.2,2.0,logistic_regression,0.04246140455559725,0.07313936396424257,0.8334625013662249,0.15903262207895597,0.21794569255644125,0.9334845152497063,0.5746072233663063,0.10652019844082213,0.5083954300368968,0.17613597568824715,0.5746072233663063,0.10652019844082213,0.5083954300368968,0.17613597568824715,123.1754777431488
72,2025-08-03 21:53:52,4096,0.0405106319946191,8,100,20,16,64,0.005,0.01,0.005,0.01,5e-05,5e-05,5e-05,0.0001,0.4,2.0,logistic_regression,0.041766976303517965,0.10692121358590963,0.8427982629746394,0.1679557070604866,0.2641927726763749,0.8545859076945456,0.5993552774918254,0.11498936924167258,0.5399315283758898,0.18959964816358885,0.5993552774918254,0.11498936924167258,0.5399315283758898,0.18959964816358885,137.08518433570862
73,2025-08-03 21:56:23,4096,0.02523484261653383,10,0.05,50,64,64,0.005,0.01,0.01,0.01,0.0001,5e-05,0.01,0.0005,0.4,0.5,logistic_regression,0.04383007909804862,0.13162363286314474,0.8414628021215456,0.17341210620263375,0.28541343875454944,0.8484923329253707,0.602252548137839,0.11580439404677537,0.5415709371648733,0.19080817680251608,0.602252548137839,0.11580439404677537,0.5415709371648733,0.19080817680251608,151.26446676254272
76,2025-08-03 22:00:33,4096,0.025978769383391193,10,1,50,64,64,0.01,0.01,0.005,0.01,0.0001,0.01,0.005,0.0005,0.3,0.5,logistic_regression,0.04415524752240701,0.13381937045507003,0.8382192011151715,0.16469450093679266,0.2787012773011106,0.8907813336031265,0.5910589650564192,0.111268603827073,0.5266960068879598,0.1837240760487744,0.5910589650564192,0.111268603827073,0.5266960068879598,0.1837240760487744,122.89884662628174
77,2025-08-03 22:02:25,4096,0.09867010128845494,4,50,50,64,32,0.005,0.01,0.01,0.01,0.005,0.005,0.01,0.0005,0.4,0.5,logistic_regression,0.13766782998026678,0.36557552336182747,0.768777901218104,0.19900413963169294,0.42727646715357026,0.7702191563541626,0.5402616980483612,0.08844790928419562,0.4402472607445168,0.14730208251697072,0.5402616980483612,0.08844790928419562,0.4402472607445168,0.14730208251697072,112.42556023597717
79,2025-08-03 22:06:18,4096,0.019751002784698893,10,0.01,50,64,16,0.005,0.01,0.01,0.005,0.001,5e-05,0.01,0.0005,0.2,0.5,logistic_regression,0.08407410173007604,0.2692323961947653,0.8186182748252081,0.18718975331693316,0.374967519395012,0.8128440369057612,0.5805119424995393,0.10542168674698796,0.49955332924840623,0.17410224619868056,0.5805119424995393,0.10542168674698796,0.49955332924840623,0.17410224619868056,177.91301321983337
80,2025-08-03 22:08:48,4096,0.013099234744017677,10,0.05,50,64,64,0.01,0.01,0.005,0.01,0.01,5e-05,0.0005,0.0005,0.1,0.5,logistic_regression,0.1384778076083284,0.3666724465359193,0.7075512152531929,0.20020521176071593,0.4286484578230165,0.6891373247560593,0.51560324819354,0.08773919206236712,0.43594756411938873,0.14607849675738924,0.51560324819354,0.08773919206236712,0.43594756411938873,0.14607849675738924,149.48423266410828
81,2025-08-03 22:11:22,4096,0.022732939960776,10,0.05,50,64,64,0.005,0.01,0.01,0.01,0.0001,5e-05,0.01,0.0005,0.4,0.5,logistic_regression,0.04383007909804862,0.13162363286314474,0.8414628021215456,0.17341210620263375,0.28541343875454944,0.8484923329253707,0.602252548137839,0.11580439404677537,0.5415709371648733,0.19080817680251608,0.602252548137839,0.11580439404677537,0.5415709371648733,0.19080817680251608,154.58419036865234
82,2025-08-03 22:13:20,4096,0.03974240312092028,8,0.05,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,2.0,logistic_regression,0.043478746345388036,0.12583215311196025,0.8434570506832215,0.16904786385632622,0.2804827622575929,0.8345858145406118,0.5975599865261343,0.11374911410347271,0.5365099005240116,0.18770220641173146,0.5975599865261343,0.11374911410347271,0.5365099005240116,0.18770220641173146,117.24378442764282
83,2025-08-03 22:15:30,4096,0.04248618905914605,8,0.1,50,16,64,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.4,2.0,logistic_regression,0.041713290577238916,0.1058240316153078,0.8427236107539909,0.16994562386387532,0.264580602400957,0.8551196142004491,0.5994213992449176,0.11467044649184976,0.5386320038955582,0.18908599637082857,0.5994213992449176,0.11467044649184976,0.5386320038955582,0.18908599637082857,130.2819948196411
84,2025-08-03 22:17:32,4096,0.016897951378910217,8,5,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.0001,0.3,2.0,logistic_regression,0.043600372729330664,0.1257684175187039,0.8434348661763645,0.16616938358607863,0.27877797600264637,0.8368829175144156,0.5967471435556239,0.1134301913536499,0.5346447793995,0.18715383981898814,0.5967471435556239,0.1134301913536499,0.5346447793995,0.18715383981898814,121.6395013332367
85,2025-08-03 22:19:42,4096,0.03219970616713912,8,0.1,50,32,64,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.4,2.0,logistic_regression,0.04166323389807999,0.10499668307293855,0.8428589865771607,0.17008191191736172,0.2642359450835137,0.8567428354461939,0.5984202195135726,0.11484762579730688,0.537718366959004,0.18927029136778262,0.5984202195135726,0.11484762579730688,0.537718366959004,0.18927029136778262,130.42201042175293
86,2025-08-03 22:22:09,4096,0.035392554016022315,8,0.05,50,16,64,0.005,0.01,0.01,0.01,5e-05,0.0001,1e-05,0.0001,0.4,2.0,logistic_regression,0.04147983442523323,0.10391514143671439,0.8435492577015997,0.17330280383192315,0.26559284115975573,0.8560215287397122,0.5988752857348077,0.1141743444365698,0.5376414890702961,0.18835033271972726,0.5988752857348077,0.1141743444365698,0.5376414890702961,0.18835033271972726,146.95204043388367
89,2025-08-03 22:26:54,4096,0.07765993327797628,12,10,50,32,64,0.005,0.01,0.01,0.01,0.0005,1e-05,0.001,0.0005,0.4,0.5,logistic_regression,0.06433660681458755,0.217625315447674,0.8325309170101649,0.1862231304621727,0.3454970657466517,0.8361372842094248,0.5917520361376684,0.11084337349397592,0.5231364081289713,0.18292761364122892,0.5917520361376684,0.11084337349397592,0.5231364081289713,0.18292761364122892,165.12514352798462
91,2025-08-03 22:29:47,4096,0.045369228179557984,6,5,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,2.0,logistic_regression,0.044296746460590446,0.12759536266335078,0.843567950761985,0.1607185888505947,0.2752572575853732,0.8409433860506971,0.5951201671020531,0.1129695251594614,0.5359852798274944,0.1866077640207631,0.5951201671020531,0.1129695251594614,0.5359852798274944,0.1866077640207631,119.9886884689331
92,2025-08-03 22:31:50,4096,0.03909219808080779,8,0.1,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.0001,0.3,2.0,logistic_regression,0.04392138969663021,0.1285386728008237,0.8433773118997268,0.16648519181315918,0.2805451177833667,0.8349991432108326,0.5970806015463446,0.11350106307583274,0.5368868013615786,0.18738733004692087,0.5970806015463446,0.11350106307583274,0.5368868013615786,0.18738733004692087,119.5456817150116
93,2025-08-03 22:33:35,4096,0.03458307768082804,8,0.05,50,16,64,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,2.0,logistic_regression,0.04204437550685244,0.10483048747484675,0.8382147278203683,0.1889554564254634,0.27606285452582574,0.844709201266785,0.5952979879903971,0.11293408929836997,0.5336670489890171,0.1864184845877463,0.5952979879903971,0.11293408929836997,0.5336670489890171,0.1864184845877463,105.10260701179504
94,2025-08-03 22:35:48,4096,0.04106278721674608,8,5,50,16,64,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.4,2.0,logistic_regression,0.04188175569722592,0.1082994693891693,0.8427271052977761,0.16798198732324834,0.2650334714279483,0.8545084103325038,0.5983929018143191,0.11428065201984408,0.5349679548213085,0.1883299741963389,0.5983929018143191,0.11428065201984408,0.5349679548213085,0.1883299741963389,133.32515621185303
95,2025-08-03 22:37:52,4096,0.03631301985348396,6,0.05,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.005,0.4,2.0,logistic_regression,0.048332831258332064,0.1433980064611567,0.8431969491488298,0.15198108536886293,0.27776537991179523,0.8455034923118265,0.595556170014419,0.11265060240963855,0.5338863503062873,0.18604541852602177,0.595556170014419,0.11265060240963855,0.5338863503062873,0.18604541852602177,123.81999492645264
96,2025-08-03 22:40:02,4096,0.05148434704955001,8,50,50,32,64,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.4,2.0,logistic_regression,0.04233568643888112,0.11184561618409657,0.8419560159761404,0.16465807004848654,0.265263578609642,0.851671493352671,0.6005885114709234,0.11527285613040397,0.5397990278708741,0.18997663370626297,0.6005885114709234,0.11527285613040397,0.5397990278708741,0.18997663370626297,129.6518235206604
98,2025-08-03 22:42:40,4096,0.02492550722055238,2,0.5,50,64,64,0.01,0.01,0.005,0.01,0.005,5e-05,0.01,0.0005,0.4,0.5,logistic_regression,0.14321112593338958,0.3738978084602038,0.7973518519096684,0.19897197406214515,0.43052757374271616,0.7885168523455609,0.5495030310922583,0.09415308291991498,0.46885775075894703,0.15681546444284472,0.5495030310922583,0.09415308291991498,0.46885775075894703,0.15681546444284472,98.57024121284485
100,2025-08-03 22:46:09,4096,0.08219890672966225,10,0.05,50,64,64,0.005,0.01,0.01,0.01,0.0001,5e-05,0.0005,5e-05,0.1,0.5,logistic_regression,0.0458930213684547,0.08215132386963324,0.8031466348111707,0.23204986145934106,0.2753657593567834,0.8579019113811511,0.5796664619831673,0.11031183557760454,0.5195103336608012,0.1819819666778481,0.5796664619831673,0.11031183557760454,0.5195103336608012,0.1819819666778481,152.31461811065674
101,2025-08-03 22:48:19,4096,0.04771019215622147,8,50,20,32,64,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.4,2.0,logistic_regression,0.042196369780124296,0.11073196562907577,0.8422235061515245,0.165175967382915,0.26484347895438065,0.8530412845685655,0.5994902366911343,0.11541459957476968,0.5403742148754758,0.1902047496271084,0.5994902366911343,0.11541459957476968,0.5403742148754758,0.1902047496271084,129.53850626945496
102,2025-08-03 22:49:35,4096,0.08770345045820836,10,0.05,50,64,16,0.01,0.01,0.01,0.01,0.01,0.001,0.01,0.0005,0.4,0.5,logistic_regression,0.14384585583346168,0.37449645510886403,0.6643398448585478,0.20220722253688367,0.4329798965355118,0.6620049619329954,0.4655045309569973,0.07044649184975195,0.3572962508416657,0.11768881110402696,0.4655045309569973,0.07044649184975195,0.3572962508416657,0.11768881110402696,76.61548209190369
103,2025-08-03 22:51:21,4096,0.02814371236135993,1,0.05,50,64,64,0.005,0.01,0.005,0.01,0.001,5e-05,0.01,1e-05,0.4,0.5,logistic_regression,0.09323375076353656,0.28934592968457407,0.8182649704861966,0.1835684057852372,0.38203919901805755,0.897464692415082,0.5679921479658436,0.10038979447200568,0.48637843641259565,0.16642833983518363,0.5679921479658436,0.10038979447200568,0.48637843641259565,0.16642833983518363,105.83097505569458
105,2025-08-03 22:54:36,4096,0.030086086185638506,10,0.05,50,32,64,0.005,0.01,0.01,0.005,1e-05,5e-05,0.005,0.0005,0.4,0.5,logistic_regression,0.046537644188321285,0.1322857202105033,0.8404923689384864,0.14426962305968363,0.26471483374721044,0.8629637993588173,0.5928743018454644,0.11211906449326718,0.5281142962348364,0.1849690580698004,0.5928743018454644,0.11211906449326718,0.5281142962348364,0.1849690580698004,141.35589623451233
106,2025-08-03 22:56:57,4096,0.07355379392611489,12,1,50,64,16,0.01,0.01,0.005,0.01,0.0001,0.0005,0.001,0.0005,0.2,0.5,logistic_regression,0.056480223256425426,0.1948130180775963,0.8316799874680224,0.16565338314269762,0.32170489192993096,0.8228249919300311,0.5915852802211887,0.11066619418851877,0.5228393977485108,0.1826681470757917,0.5915852802211887,0.11066619418851877,0.5228393977485108,0.1826681470757917,140.11572933197021
107,2025-08-03 22:59:11,4096,0.024261557995213796,10,10,50,64,64,0.005,0.01,0.01,0.01,0.0005,1e-05,0.01,0.0005,0.1,0.5,logistic_regression,0.04691179564195795,0.12235700367306535,0.8191368494814986,0.21578674628302982,0.2963883053291961,0.901918233004851,0.5841402519397171,0.10708717221828493,0.5079144877405842,0.1768812338635819,0.5841402519397171,0.10708717221828493,0.5079144877405842,0.1768812338635819,134.84641790390015
109,2025-08-03 23:01:59,4096,0.026880192171806126,2,0.5,50,32,64,0.01,0.01,0.01,0.01,0.005,5e-05,0.0005,1e-05,0.4,0.5,logistic_regression,0.14301331002767395,0.37361423059093407,0.7980254827181437,0.1991344773887349,0.4305839372925269,0.7824463319336694,0.548251949067645,0.09301913536498937,0.45542450725191996,0.1544851306379016,0.548251949067645,0.09301913536498937,0.45542450725191996,0.1544851306379016,114.26659035682678
110,2025-08-03 23:05:12,4096,0.06294885724148076,10,0.05,50,64,16,0.005,0.01,0.005,0.01,0.0001,0.001,0.01,0.0005,0.4,0.5,logistic_regression,0.0657332674385051,0.22004553606281685,0.8335906929710835,0.1558410183633903,0.3260717629717037,0.82636060551651,0.5911218265544465,0.10903614457831327,0.5211439291617824,0.18034059524906532,0.5911218265544465,0.10903614457831327,0.5211439291617824,0.18034059524906532,192.20977997779846
111,2025-08-03 23:07:06,4096,0.05167128327699226,8,50,20,32,64,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,2.0,logistic_regression,0.04154694068408601,0.09893676860266457,0.8373130255691641,0.18797390090731106,0.270575511987985,0.8414540591868507,0.5954961310253626,0.11378454996456415,0.5360043353465572,0.18771946844631412,0.5954961310253626,0.11378454996456415,0.5360043353465572,0.18771946844631412,114.60257387161255
112,2025-08-03 23:09:18,4096,0.04953719347448103,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.4,2.0,logistic_regression,0.04846242695861977,0.14709358556616628,0.842325927334997,0.1532407321298196,0.281513607130399,0.8387516836202309,0.5989541591739365,0.11424521615875267,0.5389742215805249,0.18852845733301438,0.5989541591739365,0.11424521615875267,0.5389742215805249,0.18852845733301438,131.73333621025085
113,2025-08-03 23:11:28,4096,0.04659848448374292,8,50,50,32,64,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.4,2.0,logistic_regression,0.0422203879141299,0.11056123616043492,0.8422809179517481,0.16465817293492227,0.2641993878316371,0.8536602010990058,0.5994839520566178,0.11523742026931257,0.5399449969806679,0.18993754075556518,0.5994839520566178,0.11523742026931257,0.5399449969806679,0.18993754075556518,129.52916622161865
115,2025-08-03 23:13:53,4096,0.03200692022833021,1,0.01,40,64,64,0.005,0.01,0.005,0.01,0.01,0.005,0.005,0.0005,0.1,0.5,logistic_regression,0.15897947818515598,0.3956066653078108,0.711065224104125,0.2072491110231249,0.4440077060749955,0.7296762449798343,0.5159280049367817,0.08819985825655564,0.4413905186657781,0.14702148255922148,0.5159280049367817,0.08819985825655564,0.4413905186657781,0.14702148255922148,90.44278526306152
116,2025-08-03 23:16:39,4096,0.018573689160728008,10,0.05,50,64,64,0.005,0.005,0.01,0.01,0.001,5e-05,0.01,0.005,0.4,0.5,logistic_regression,0.08042070748007223,0.26095098832674385,0.8294722983975469,0.18583042164307076,0.3697237060683663,0.838432183044341,0.584070066320288,0.10698086463501064,0.5095542578321315,0.1768351975251427,0.584070066320288,0.10698086463501064,0.5095542578321315,0.1768351975251427,166.5814185142517
118,2025-08-03 23:19:23,4096,0.02168856425690382,12,0.05,50,64,64,0.01,0.01,0.005,0.01,1e-05,5e-05,0.01,0.0005,0.4,0.5,logistic_regression,0.052246746663061734,0.1652009093115962,0.8395475551827878,0.14267509454920502,0.2818828712742065,0.868737255443656,0.5902395330211431,0.10978029766123318,0.5225467700192455,0.1814419874988367,0.5902395330211431,0.10978029766123318,0.5225467700192455,0.1814419874988367,105.79122567176819
119,2025-08-03 23:21:49,4096,0.06705548145049312,10,100,50,64,64,0.005,0.01,0.01,0.01,0.0001,0.0005,0.0005,0.0005,0.4,0.5,logistic_regression,0.04384996931669384,0.13109797432303738,0.8390710637229604,0.17644149113455615,0.2867744900553413,0.8477816951162008,0.600813546415773,0.11506024096385543,0.5381510573910254,0.18958579098160297,0.600813546415773,0.11506024096385543,0.5381510573910254,0.18958579098160297,145.81550693511963
121,2025-08-03 23:25:24,4096,0.047500983751125145,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,1e-05,0.0001,0.3,2.0,logistic_regression,0.0423868314124334,0.11350965874649818,0.8411881796078489,0.17465404140677804,0.27333232022411935,0.8355527519129018,0.595951792694047,0.11360737065910702,0.5355930490817769,0.18745310754346334,0.595951792694047,0.11360737065910702,0.5355930490817769,0.18745310754346334,159.0412151813507
122,2025-08-03 23:27:25,4096,0.042575095581435456,8,0.1,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,2.0,logistic_regression,0.043559844850775443,0.12663892598504667,0.843529132133791,0.1689931452498105,0.28098018297877314,0.8342300560815782,0.5974060566626288,0.11360737065910702,0.5353685719730444,0.18743935421918442,0.5974060566626288,0.11360737065910702,0.5353685719730444,0.18743935421918442,120.30135440826416
123,2025-08-03 23:29:32,4096,0.0380442564861188,8,5,50,16,64,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.4,2.0,logistic_regression,0.04170310037368569,0.10595598508802703,0.8429603360902147,0.16962295964474455,0.2644844032527908,0.8558807953003637,0.5993845397021814,0.115024805102764,0.5396180093056538,0.18962846604041544,0.5993845397021814,0.115024805102764,0.5396180093056538,0.18962846604041544,126.99496555328369
124,2025-08-03 23:32:08,4096,0.044679149684509194,8,5,50,32,64,0.005,0.01,0.01,0.01,5e-05,0.0001,1e-05,0.01,0.4,2.0,logistic_regression,0.04162441357060023,0.1075066326565992,0.842617954426726,0.17315134773037671,0.2683769437993777,0.8516983514443959,0.5987818996221018,0.11410347271438696,0.5357877807089403,0.18813992677941807,0.5987818996221018,0.11410347271438696,0.5357877807089403,0.18813992677941807,155.60309529304504
125,2025-08-03 23:34:04,4096,0.053054011144596076,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,1.0,logistic_regression,0.04477706966510691,0.1333069046313193,0.8438550995851904,0.1605447566599513,0.2795601336332332,0.838427275288871,0.5971328197959874,0.11378454996456415,0.5340874814161016,0.18760156565218938,0.5971328197959874,0.11378454996456415,0.5340874814161016,0.18760156565218938,116.71181201934814
126,2025-08-03 23:35:58,4096,0.059841285631236904,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,1.0,logistic_regression,0.04556174030528319,0.14062985452936558,0.8434890761289144,0.16188699223912956,0.285619249145484,0.8365523320017605,0.5944629570637926,0.11296952515946138,0.5318690681822099,0.1863566998004199,0.5944629570637926,0.11296952515946138,0.5318690681822099,0.1863566998004199,113.88009738922119
127,2025-08-03 23:37:59,4096,0.05538067605396219,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,1.0,logistic_regression,0.04478960094863647,0.13358656375687877,0.8437370857519944,0.1607829130172871,0.27994040169216744,0.8377308733618425,0.5971197620780141,0.11389085754783843,0.5358239525541291,0.18785303490768385,0.5971197620780141,0.11389085754783843,0.5358239525541291,0.18785303490768385,120.79482841491699
129,2025-08-03 23:40:49,4096,0.029281177901341313,4,10,50,64,64,0.01,0.005,0.01,0.01,0.0001,5e-05,0.01,0.0005,0.4,0.5,logistic_regression,0.051786757590339356,0.1488385447467612,0.8372411415723207,0.12177809950520867,0.24636202899948872,0.9178417429722248,0.5874724852352249,0.10900070871722184,0.5208989060940457,0.1802774556427969,0.5874724852352249,0.10900070871722184,0.5208989060940457,0.1802774556427969,111.6859998703003
131,2025-08-03 23:43:42,4096,0.05270338992409348,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,1.0,logistic_regression,0.04483594835108293,0.13358454838236214,0.8437596039943647,0.1603807645730732,0.2796013214402975,0.8385313089551244,0.5974942503432529,0.1138908575478384,0.5363108145612827,0.1878829329504192,0.5974942503432529,0.1138908575478384,0.5363108145612827,0.1878829329504192,120.25797295570374
132,2025-08-03 23:45:35,4096,0.046776250091255814,6,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,1.0,logistic_regression,0.04582274514241343,0.13707966214912704,0.8435135859437677,0.15571803408254756,0.2776156053067671,0.8477972678018271,0.593680238762644,0.11236711552090717,0.5323897341637507,0.1855679355409157,0.593680238762644,0.11236711552090717,0.5323897341637507,0.1855679355409157,112.80603694915771
133,2025-08-03 23:47:37,4096,0.05229551871180236,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,2.0,logistic_regression,0.045374928954300515,0.1382386374476724,0.842427371316108,0.16267417138680035,0.28436911298326756,0.8321251274388289,0.5956209286931067,0.11282778171509567,0.5324244632425994,0.18619779036166398,0.5956209286931067,0.11282778171509567,0.5324244632425994,0.18619779036166398,121.31350684165955
134,2025-08-03 23:49:41,4096,0.05715439102153949,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04375114608411919,0.12455916101811977,0.8417176204136936,0.16438078854849233,0.2750484390361954,0.8371219641735146,0.5954687350791161,0.11360737065910702,0.5343738815465895,0.18737829659348726,0.5954687350791161,0.11360737065910702,0.5343738815465895,0.18737829659348726,123.92375206947327
135,2025-08-03 23:51:44,4096,0.0379737811195806,8,0.1,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.0001,0.3,2.0,logistic_regression,0.04381692986843768,0.12786684808736434,0.8433846680189289,0.1668990187848448,0.28041423930229115,0.8350271107624283,0.5962812455490579,0.11321757618710135,0.5345626738925809,0.18685932536772834,0.5962812455490579,0.11321757618710135,0.5345626738925809,0.18685932536772834,123.27400779724121
136,2025-08-03 23:53:43,4096,0.053946083929832814,6,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,2.0,logistic_regression,0.04564072042471515,0.13513473269794604,0.8413890210202762,0.1587547603506679,0.2777363346260293,0.8382861377755225,0.5942913690116354,0.11176470588235295,0.5285650249958834,0.18451404552882456,0.5942913690116354,0.11176470588235295,0.5285650249958834,0.18451404552882456,119.31857442855835
137,2025-08-03 23:55:37,4096,0.05012955162656281,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0001,0.01,0.3,1.0,logistic_regression,0.04481945978050653,0.13482038008322167,0.8439694036113238,0.16171265753090774,0.281526379384032,0.8393580411596326,0.5948309030073857,0.11304039688164422,0.5333516148598949,0.1865440077416536,0.5948309030073857,0.11304039688164422,0.5333516148598949,0.1865440077416536,110.96493673324585
140,2025-08-03 23:59:28,4096,0.0884180790632835,1,0.05,50,64,64,0.01,0.01,0.005,0.01,0.01,0.001,0.01,0.005,0.4,0.5,logistic_regression,0.15544851105872856,0.39091841420729484,0.7624369357577814,0.20520005582931714,0.44107719208797974,0.7397197038852462,0.5326433017451208,0.09032600992204111,0.447370987593528,0.1503048611054827,0.5326433017451208,0.09032600992204111,0.447370987593528,0.1503048611054827,108.91635227203369
141,2025-08-04 00:01:24,4096,0.0503917098365082,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.044463712333742245,0.13309492935208853,0.8442060166699388,0.16300723600586103,0.2813754039220116,0.8392740047093215,0.5968310212778116,0.11346562721474134,0.5361531472955987,0.1872943194626971,0.5968310212778116,0.11346562721474134,0.5361531472955987,0.1872943194626971,116.2199637889862
