trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,dropout_rate,grad_clip_norm,abc_model_name,mse,mae,auc,train_mse,train_mae,train_auc,ndcg_20,precision_20,recall_20,f1_20,ndcg,precision,recall,f1,training_time
216,2025-08-04 02:17:48,4096,0.04366454551582826,2,100,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.001,1e-05,0.01,0.3,2.0,logistic_regression,0.04922898192605078,0.1333592353373653,0.8406326354194333,0.14132493869190482,0.2573848580317593,0.8667612227596557,0.5912673005330347,0.11045357902197023,0.5283029712918886,0.18270796270803966,0.5912673005330347,0.11045357902197023,0.5283029712918886,0.18270796270803966,131.40054893493652
217,2025-08-04 02:19:45,4096,0.06794252307692292,6,0.5,50,16,64,0.005,0.01,0.005,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.040964274295880294,0.09384871932428293,0.8395911514168214,0.1815529824273206,0.2624233096741787,0.859680761903926,0.595251622782636,0.11378454996456415,0.5324064637495557,0.18749759309642502,0.595251622782636,0.11378454996456415,0.5324064637495557,0.18749759309642502,117.18698048591614
219,2025-08-04 02:23:04,4096,0.037188531912954875,8,0.1,40,32,32,0.005,0.01,0.01,0.01,5e-05,1e-05,5e-05,0.01,0.3,2.0,logistic_regression,0.04220054604375366,0.10921513655262102,0.8424720670963806,0.1729448110199698,0.2690508717810851,0.8381492828706956,0.5946385448498417,0.11289865343727853,0.5322893425055739,0.1862860139549668,0.5946385448498417,0.11289865343727853,0.5322893425055739,0.1862860139549668,138.54768061637878
220,2025-08-04 02:24:36,4096,0.04018838078439492,8,50,50,16,64,0.01,0.01,0.01,0.01,0.001,0.01,5e-05,0.01,0.1,1.0,logistic_regression,0.05632585574569657,0.1850974715372452,0.8159177435777393,0.19607419973216597,0.3287161359406002,0.9125208404892663,0.5642502763863156,0.10279943302622255,0.4972905540874554,0.17037840359700032,0.5642502763863156,0.10279943302622255,0.4972905540874554,0.17037840359700032,91.74709367752075
221,2025-08-04 02:26:29,4096,0.042920781455737,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04428454029644651,0.13144654720234625,0.8446435121803829,0.16284923046903022,0.280065495545098,0.8412767662325555,0.5975505393011046,0.1134301913536499,0.5377065012010382,0.18734054468359634,0.5975505393011046,0.1134301913536499,0.5377065012010382,0.18734054468359634,112.67670702934265
222,2025-08-04 02:28:22,4096,0.03917975464270744,8,50,50,16,32,0.005,0.01,0.005,0.01,5e-05,0.0001,5e-05,0.001,0.4,1.0,logistic_regression,0.0477234297225626,0.14928639356362813,0.8447936714801642,0.15709670756435587,0.28689313909120073,0.8434270874542882,0.5956553996730934,0.11282778171509567,0.5370753616563533,0.1864801618135432,0.5956553996730934,0.11282778171509567,0.5370753616563533,0.1864801618135432,112.85897016525269
223,2025-08-04 02:30:23,4096,0.07112028330682428,1,0.01,50,16,32,0.005,0.01,0.005,0.01,5e-05,0.0001,5e-05,0.001,0.3,1.0,logistic_regression,0.05188449691565904,0.13546721865851574,0.8397213253022229,0.1310066272582819,0.2457087892656505,0.8855674296594002,0.5876997476389377,0.1098157335223246,0.5236202983878991,0.18155502452628175,0.5876997476389377,0.1098157335223246,0.5236202983878991,0.18155502452628175,120.86984276771545
225,2025-08-04 02:33:02,4096,0.08604800802022358,8,50,5,32,16,0.005,0.01,0.01,0.01,1e-05,0.0005,5e-05,1e-05,0.3,1.0,logistic_regression,0.06866755438900414,0.2177764776830967,0.8310532360457299,0.1490274132580705,0.31727852854273486,0.8233002241611616,0.5845823845915129,0.10783132530120484,0.5145147425592327,0.17829567644866032,0.5845823845915129,0.10783132530120484,0.5145147425592327,0.17829567644866032,98.55681943893433
226,2025-08-04 02:34:36,4096,0.034429613519208785,8,50,50,16,32,0.01,0.01,0.01,0.01,0.0005,0.005,0.005,0.01,0.3,1.0,logistic_regression,0.07546594353462663,0.2510504138699945,0.8301915534059705,0.17096970671764128,0.35459702228797435,0.8553819026969297,0.5822785819245215,0.10676824946846211,0.5090054023332422,0.17651166339481925,0.5822785819245215,0.10676824946846211,0.5090054023332422,0.17651166339481925,94.40155410766602
227,2025-08-04 02:38:36,4096,0.04051797447261389,12,10,25,16,64,0.005,0.01,0.005,0.01,5e-05,0.0001,5e-05,0.0001,0.4,2.0,logistic_regression,0.041258774841107855,0.09569997513832014,0.8432992719926035,0.18445487089562893,0.26602471565332453,0.8510921715311894,0.5999066374506424,0.1144578313253012,0.5361082527829111,0.18864121406895146,0.5999066374506424,0.1144578313253012,0.5361082527829111,0.18864121406895146,240.14974284172058
229,2025-08-04 02:41:36,4096,0.04238856522381342,4,1,50,16,32,0.005,0.005,0.01,0.01,5e-05,0.001,1e-05,0.005,0.2,1.0,logistic_regression,0.04213965626103622,0.11256499254820215,0.8407360903312359,0.16643467635966902,0.26814274247337183,0.8515789362838243,0.5936487936368812,0.11194188518781008,0.5296534992534649,0.18482181337506196,0.5936487936368812,0.11194188518781008,0.5296534992534649,0.18482181337506196,118.53920245170593
231,2025-08-04 02:44:39,4096,0.04052811018137365,2,50,50,16,32,0.005,0.01,0.005,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.04858877932314808,0.13230562488146172,0.8413818197667415,0.14038997755888666,0.25642982803865255,0.8744778715419113,0.5908536564273876,0.11070163004961021,0.5252706202089984,0.1828643116131583,0.5908536564273876,0.11070163004961021,0.5252706202089984,0.1828643116131583,118.79106521606445
232,2025-08-04 02:46:31,4096,0.03835710617478577,8,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.044299633829543814,0.13076972467330003,0.8430264784424389,0.162975439778523,0.2794231446875955,0.8423497425403126,0.5939494791808603,0.11158752657689583,0.5267691774217639,0.18416308379699903,0.5939494791808603,0.11158752657689583,0.5267691774217639,0.18416308379699903,111.03841423988342
233,2025-08-04 02:48:16,4096,0.03969838615977911,8,0.5,50,16,32,0.01,0.01,0.005,0.01,0.001,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.07039114198398576,0.2347955943149182,0.8250510903385455,0.1872332892470474,0.3552587124915665,0.8462559438136832,0.5686461939607491,0.10184266477675406,0.4922841882184846,0.1687704681344656,0.5686461939607491,0.10184266477675406,0.4922841882184846,0.1687704681344656,105.0120780467987
234,2025-08-04 02:50:09,4096,0.04353898505757108,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.044338100748785705,0.131843789251957,0.8446601997303752,0.16272982713165823,0.2802577534233687,0.8410767417322724,0.597896961805574,0.11353649893692418,0.5387302665922735,0.1875476463701708,0.597896961805574,0.11353649893692418,0.5387302665922735,0.1875476463701708,113.4734206199646
236,2025-08-04 02:53:26,4096,0.04407353884123663,12,50,50,32,32,0.005,0.01,0.01,0.01,5e-05,0.01,0.005,0.001,0.3,1.0,logistic_regression,0.0562061274494086,0.18763238553189632,0.8346177876302077,0.1531888289430898,0.3051420956077183,0.8399797956140701,0.5857532400305271,0.10761871013465629,0.5136756305013906,0.1779546510131485,0.5857532400305271,0.10761871013465629,0.5136756305013906,0.1779546510131485,139.55167245864868
237,2025-08-04 02:56:07,4096,0.0462616304158097,8,100,30,16,16,0.01,0.01,0.005,0.01,0.0005,0.0001,0.0001,5e-05,0.1,1.0,logistic_regression,0.0695442114525038,0.23354832634605774,0.8214428542466037,0.18299167308826933,0.3527110796083905,0.8490097738371217,0.5719215547915448,0.10297661233167966,0.49105171004916764,0.17025060817932433,0.5719215547915448,0.10297661233167966,0.49105171004916764,0.17025060817932433,160.32070994377136
238,2025-08-04 02:57:59,4096,0.03857129588649018,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0005,5e-05,0.01,0.4,2.0,logistic_regression,0.051446726724025095,0.16459261067919387,0.8404587135316441,0.15393455476564408,0.2931988771962474,0.8378411944579265,0.5930535010674476,0.11123316796598158,0.5261092497250365,0.1836400557023407,0.5930535010674476,0.11123316796598158,0.5261092497250365,0.1836400557023407,112.2687451839447
240,2025-08-04 03:01:18,4096,0.0770073048548023,4,0.01,20,32,64,0.005,0.01,0.01,0.01,0.005,0.0001,5e-05,0.005,0.3,1.0,logistic_regression,0.09808382032831735,0.29814584967056135,0.7872457443348218,0.19066530917400845,0.39146571509492784,0.8362130087007912,0.548811200347508,0.09450744153082921,0.46292395333344716,0.1569691224999384,0.548811200347508,0.09450744153082921,0.46292395333344716,0.1569691224999384,139.91518783569336
241,2025-08-04 03:03:23,4096,0.040452841432253826,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,1e-05,0.01,0.4,1.0,logistic_regression,0.04597521120273286,0.1379476231161941,0.8446668519851189,0.1583388983343434,0.27977545194653897,0.845781985423438,0.5966761608158585,0.11304039688164425,0.5351862500796916,0.18665590622724185,0.5966761608158585,0.11304039688164425,0.5351862500796916,0.18665590622724185,124.91138219833374
242,2025-08-04 03:05:03,4096,0.05122146119019443,2,50,50,16,64,0.01,0.01,0.005,0.01,5e-05,0.001,5e-05,0.01,0.3,2.0,logistic_regression,0.045979991494395044,0.1287584363990578,0.832156297735019,0.12834600598364732,0.24057632302566598,0.9379707941516982,0.5763372286502212,0.1058823529411765,0.5074898009544578,0.1752091739979778,0.5763372286502212,0.1058823529411765,0.5074898009544578,0.1752091739979778,100.19954943656921
243,2025-08-04 03:06:56,4096,0.06451338877670337,6,10,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.045205264789145334,0.13625546236462083,0.8434750166492981,0.15932555655212202,0.2804900240547925,0.8424101653923652,0.5955081490793148,0.11304039688164422,0.5351923104784595,0.18665627481484487,0.5955081490793148,0.11304039688164422,0.5351923104784595,0.18665627481484487,113.18560934066772
245,2025-08-04 03:09:23,4096,0.03945136804950615,8,1,10,32,32,0.005,0.01,0.01,0.01,0.01,0.0001,5e-05,0.01,0.4,2.0,logistic_regression,0.11870701350177085,0.3354173408351703,0.7015424451670847,0.19534394238161126,0.41221816769204256,0.7091090716230045,0.48583329844507256,0.08451452870304749,0.41785429036746946,0.14059295512126896,0.48583329844507256,0.08451452870304749,0.41785429036746946,0.14059295512126896,85.04642987251282
246,2025-08-04 03:11:43,4096,0.07200802871583847,8,50,50,16,64,0.01,0.01,0.005,0.01,0.001,1e-05,5e-05,0.001,0.3,1.0,logistic_regression,0.10064050864811244,0.3038816154854362,0.803548300600802,0.18695054533543815,0.3920333487884078,0.8235235500061611,0.5617226447253034,0.10010630758327427,0.48428539856737424,0.1659161913382002,0.5617226447253034,0.10010630758327427,0.48428539856737424,0.1659161913382002,139.2810070514679
247,2025-08-04 03:13:50,4096,0.09744518487577006,1,5,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.005,1e-05,0.1,1.0,logistic_regression,0.04448557380669052,0.07553443932888576,0.8164685031913602,0.20619701454975348,0.25431589233028723,0.8762927473573326,0.5534807566046125,0.10230333097094262,0.49315168119220615,0.16945380802692767,0.5534807566046125,0.10230333097094262,0.49315168119220615,0.16945380802692767,127.34254717826843
248,2025-08-04 03:15:35,4096,0.042667770539060054,8,50,50,16,32,0.005,0.005,0.01,0.01,5e-05,0.01,0.0005,0.01,0.3,1.0,logistic_regression,0.04973698811875703,0.15729292956836805,0.837442793706517,0.15392413191044965,0.28820939532476075,0.8430134686058268,0.5933210000548568,0.11130403968816444,0.5262371010545966,0.18374442506698885,0.5933210000548568,0.11130403968816444,0.5262371010545966,0.18374442506698885,104.84939312934875
250,2025-08-04 03:18:23,4096,0.04142974966774571,8,100,50,16,64,0.005,0.01,0.01,0.01,0.0005,0.0005,5e-05,0.01,0.4,1.0,logistic_regression,0.054348879875598076,0.18153919211223382,0.8361524963280111,0.1882310104426501,0.32396093014520827,0.8649581787940324,0.5932177680155001,0.1115520907158044,0.5299518037031793,0.18430825501143455,0.5932177680155001,0.1115520907158044,0.5299518037031793,0.18430825501143455,107.04382753372192
251,2025-08-04 03:20:32,4096,0.036385373728250944,8,50,15,16,16,0.01,0.01,0.005,0.01,5e-05,0.005,1e-05,0.005,0.3,1.0,logistic_regression,0.053194873422618714,0.16697638729211386,0.8377427034607174,0.15044874167153932,0.2902526747803914,0.8475541628704601,0.5887945831472264,0.10921332388377039,0.5215904498145,0.18060965740994475,0.5887945831472264,0.10921332388377039,0.5215904498145,0.18060965740994475,129.1040961742401
252,2025-08-04 03:22:51,4096,0.04540011547970563,8,0.1,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.2,2.0,logistic_regression,0.041943851311175014,0.0950435452063484,0.836562678955022,0.19580229561492088,0.27149991920846295,0.8301466700548837,0.5939477208580145,0.11328844790928422,0.5334000496865983,0.18688460972593787,0.5939477208580145,0.11328844790928422,0.5334000496865983,0.18688460972593787,138.67366075515747
254,2025-08-04 03:25:33,4096,0.03947522934937536,2,0.01,50,16,64,0.005,0.01,0.01,0.01,5e-05,0.001,0.001,0.01,0.1,1.0,logistic_regression,0.04352019335443681,0.08583656362542014,0.816443860192033,0.20183911176619737,0.2613569351649269,0.9390427910838981,0.5706505278878646,0.1060595322466336,0.5051998029341086,0.17531431163972225,0.5706505278878646,0.1060595322466336,0.5051998029341086,0.17531431163972225,104.36160731315613
255,2025-08-04 03:27:35,4096,0.058948077032218854,6,50,50,16,32,0.01,0.01,0.005,0.01,5e-05,0.0001,5e-05,0.01,0.4,2.0,logistic_regression,0.05311550684244513,0.15694661242767535,0.8402518788178878,0.141744384916093,0.27442769719937765,0.859688826235574,0.5962402385951269,0.11275690999291284,0.5349475837532922,0.18625480333885544,0.5962402385951269,0.11275690999291284,0.5349475837532922,0.18625480333885544,122.58067560195923
256,2025-08-04 03:29:37,4096,0.03789854045113331,8,50,50,16,16,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.3,1.0,logistic_regression,0.050930534869079745,0.15922525788189937,0.8418356667686798,0.1525998625732824,0.28991995747900456,0.832681403093284,0.5951647975792074,0.11222537207654147,0.5341581891967258,0.18548151630666604,0.5951647975792074,0.11222537207654147,0.5341581891967258,0.18548151630666604,121.89666676521301
258,2025-08-04 03:32:24,4096,0.034961518438761933,8,50,50,16,64,0.005,0.01,0.01,0.005,0.001,1e-05,5e-05,0.01,0.3,1.0,logistic_regression,0.05572708061336255,0.18281556946277847,0.8286539758216782,0.19740978002921983,0.3283996757317722,0.8849513426707416,0.5815647445390187,0.10818568391211907,0.5145114355966904,0.17877960182164188,0.5815647445390187,0.10818568391211907,0.5145114355966904,0.17877960182164188,104.52214121818542
259,2025-08-04 03:33:53,4096,0.04127077404982873,1,1,50,16,32,0.01,0.01,0.01,0.01,5e-05,5e-05,0.0005,1e-05,0.4,2.0,logistic_regression,0.06600960934619096,0.1843134272528981,0.835419579070408,0.11728295433487111,0.2611583442485184,0.9065947764363649,0.5785930544841084,0.1047484053862509,0.5071716477264079,0.17363517043190557,0.5785930544841084,0.1047484053862509,0.5071716477264079,0.17363517043190557,88.5790159702301
260,2025-08-04 03:35:47,4096,0.04195560426999312,8,50,50,16,32,0.005,0.01,0.005,0.01,1e-05,0.01,0.0001,0.01,0.2,1.0,logistic_regression,0.04141065468578138,0.10065493940566296,0.8404196478927106,0.17595183332238065,0.2671359523173896,0.8321011594839889,0.5911894693325291,0.11265060240963856,0.525826470999565,0.18554986917461797,0.5911894693325291,0.11265060240963856,0.525826470999565,0.18554986917461797,114.64454388618469
261,2025-08-04 03:41:39,4096,0.08641751619209435,12,5,50,32,32,0.005,0.005,0.01,0.01,5e-05,0.0001,1e-05,5e-05,0.3,1.0,logistic_regression,0.042155089080666855,0.09675062886542461,0.8414089832048061,0.19817501888302405,0.2738632697849281,0.8288151787835158,0.5999763324676572,0.1144578313253012,0.5354145809111011,0.1885982252428254,0.5999763324676572,0.1144578313253012,0.5354145809111011,0.1885982252428254,351.96637535095215
263,2025-08-04 03:44:32,4096,0.05011881765652514,8,0.5,20,16,16,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.05001871672500575,0.16016581789315387,0.8422501074272161,0.15737455827675748,0.29475233009162677,0.8307814749157706,0.5943734493120167,0.11201275690999292,0.5315669036292447,0.18503466783810849,0.5943734493120167,0.11201275690999292,0.5315669036292447,0.18503466783810849,117.0164442062378
264,2025-08-04 03:46:26,4096,0.03793155517504095,8,50,50,16,32,0.01,0.01,0.005,0.01,5e-05,0.005,0.001,0.0001,0.4,1.0,logistic_regression,0.0634500088209826,0.18914995922482772,0.8342015629191827,0.1324640079611125,0.2805703638211474,0.8726610820217886,0.5885791614893046,0.10903614457831327,0.5181517035650756,0.1801605826090699,0.5885791614893046,0.10903614457831327,0.5181517035650756,0.1801605826090699,113.98560500144958
265,2025-08-04 03:48:23,4096,0.04807604075449028,4,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,1.0,logistic_regression,0.0467710319875515,0.13503518822000515,0.8434221850011883,0.14894304318705626,0.2694011097780437,0.8576576823370321,0.5937029812582961,0.11236711552090717,0.5319564421122905,0.18554159715188018,0.5937029812582961,0.11236711552090717,0.5319564421122905,0.18554159715188018,116.86361193656921
267,2025-08-04 03:51:22,4096,0.06635102873078699,6,0.01,50,16,32,0.005,0.01,0.01,0.01,5e-05,5e-05,5e-05,0.01,0.3,1.0,logistic_regression,0.0440174212227604,0.1272707826236254,0.8443749000032386,0.16057031541229452,0.27521538074600954,0.8426734699925857,0.5962002029837132,0.11318214032600991,0.5343197972649907,0.186796223337979,0.5962002029837132,0.11318214032600991,0.5343197972649907,0.186796223337979,118.24226760864258
268,2025-08-04 03:53:36,4096,0.07467274073877585,8,0.1,50,16,32,0.01,0.01,0.005,0.01,0.01,0.0001,5e-05,0.001,0.2,1.0,logistic_regression,0.12838324730226117,0.3511756537126275,0.7006519660307982,0.19764785301871748,0.42062831739084766,0.6826336149409564,0.4949541899583442,0.08323883770375622,0.42382510445408267,0.13914895598492136,0.4949541899583442,0.08323883770375622,0.42382510445408267,0.13914895598492136,133.41653203964233
269,2025-08-04 03:55:57,4096,0.040354614908014654,8,50,50,16,16,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.0001,0.4,2.0,logistic_regression,0.05605535181142042,0.17385191772307967,0.8400234047244237,0.1485042041470225,0.29305396256830746,0.8328125447820689,0.5962848713103034,0.11215450035435862,0.5352178739964136,0.18544842386575106,0.5962848713103034,0.11215450035435862,0.5352178739964136,0.18544842386575106,137.7134087085724
271,2025-08-04 03:59:44,4096,0.04478124824326444,1,10,50,16,32,0.005,0.01,0.01,0.005,5e-05,1e-05,0.0001,0.01,0.1,1.0,logistic_regression,0.04146310654873408,0.08146706242362613,0.8260453496045362,0.18599168215003073,0.2488690824100564,0.8925534148786172,0.5789937836984822,0.10733522324592489,0.5151074299431483,0.17765225665467946,0.5789937836984822,0.10733522324592489,0.5151074299431483,0.17765225665467946,132.14139366149902
272,2025-08-04 04:03:01,4096,0.03873115415744894,12,50,50,16,32,0.01,0.01,0.005,0.01,5e-05,0.0001,5e-05,5e-05,0.3,1.0,logistic_regression,0.043151277884975796,0.12000116421103625,0.8421592190899959,0.16372760611371587,0.2711448665381942,0.8567961933059067,0.598802990012868,0.11381998582565556,0.536051637473714,0.1877705921957795,0.598802990012868,0.11381998582565556,0.536051637473714,0.1877705921957795,196.6789951324463
273,2025-08-04 04:04:55,4096,0.036337203390038625,8,5,5,16,32,0.005,0.01,0.01,0.01,1e-05,0.01,0.0005,0.01,0.4,2.0,logistic_regression,0.06572667837980069,0.1941060085055697,0.8328303180306479,0.1398404528609595,0.2907848515751862,0.8440663320742501,0.5842936974357457,0.1047484053862509,0.5094570452532398,0.17376860803663083,0.5842936974357457,0.1047484053862509,0.5094570452532398,0.17376860803663083,113.50894689559937
274,2025-08-04 04:07:21,4096,0.03327578909492876,8,1,50,32,64,0.005,0.005,0.01,0.01,0.0005,5e-05,0.005,0.005,0.3,1.0,logistic_regression,0.05219761017197772,0.17135842393671138,0.8347166167045246,0.19010431007260242,0.31826188327754207,0.8722091608613045,0.5924116376782379,0.11176470588235293,0.5234167983398229,0.18419782103690158,0.5924116376782379,0.11176470588235293,0.5234167983398229,0.18419782103690158,146.1236412525177
276,2025-08-04 04:10:13,4096,0.04100936931499537,8,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0005,5e-05,0.0001,0.2,1.0,logistic_regression,0.042563555506198676,0.118861713008038,0.838281544612574,0.17724845267040823,0.2805336990028265,0.8320834282817652,0.5907252583344399,0.11165839829907867,0.5278327344933009,0.18432455019663144,0.5907252583344399,0.11165839829907867,0.5278327344933009,0.18432455019663144,114.75873112678528
277,2025-08-04 04:12:05,4096,0.04002062421008709,4,0.5,50,64,32,0.01,0.01,0.005,0.01,0.005,0.0001,0.001,0.01,0.3,2.0,logistic_regression,0.1312728932163729,0.35609389894245586,0.7897019827352286,0.1952329724855287,0.42109463123599644,0.785583974477325,0.55680572823979,0.09624379872430901,0.4721863113910522,0.15989654138719497,0.55680572823979,0.09624379872430901,0.4721863113910522,0.15989654138719497,111.25454235076904
278,2025-08-04 04:13:59,4096,0.0804496621294928,2,50,50,16,64,0.005,0.01,0.01,0.01,5e-05,0.005,5e-05,0.01,0.4,1.0,logistic_regression,0.04905854456061714,0.13644717553498606,0.838766775916342,0.13075180056514396,0.24750337395593344,0.900745312144544,0.5908929190222153,0.1115520907158044,0.5278564986153257,0.18418112299698788,0.5908929190222153,0.1115520907158044,0.5278564986153257,0.18418112299698788,114.05709457397461
280,2025-08-04 04:17:11,4096,0.015124009508442525,8,0.05,50,16,32,0.005,0.01,0.01,0.01,0.01,0.0001,5e-05,0.01,0.3,2.0,logistic_regression,0.12283857237230858,0.34225590830226355,0.6964612507392358,0.1963416559460233,0.4159187391729884,0.6973899594950771,0.4916736917203442,0.08132530120481929,0.41417863039428604,0.13595533646205948,0.4916736917203442,0.08132530120481929,0.41417863039428604,0.13595533646205948,134.26691555976868
281,2025-08-04 04:19:26,4096,0.04698030745660914,8,50,30,16,16,0.01,0.01,0.005,0.01,5e-05,0.0001,1e-05,0.0001,0.3,1.0,logistic_regression,0.0506726997177516,0.1557282845377879,0.8402012052228531,0.15132437248675482,0.28459075344057155,0.8453370389065229,0.592747467509062,0.11105598866052446,0.5287262474952477,0.18355688178893842,0.592747467509062,0.11105598866052446,0.5287262474952477,0.18355688178893842,134.80044865608215
282,2025-08-04 04:21:24,4096,0.012740652591750931,8,0.1,50,64,64,0.005,0.01,0.01,0.01,0.001,0.0001,5e-05,1e-05,0.4,0.5,logistic_regression,0.05554006763460426,0.18229333635355002,0.8351912397100747,0.19722646089497695,0.32829211279940607,0.8760113293002445,0.580994757025587,0.10733522324592487,0.5143642157408014,0.17760800304480487,0.580994757025587,0.10733522324592487,0.5143642157408014,0.17760800304480487,118.08371162414551
284,2025-08-04 04:25:08,4096,0.03532767289778394,12,50,25,32,32,0.005,0.01,0.01,0.005,1e-05,0.0001,0.0001,5e-05,0.2,1.0,logistic_regression,0.041593726471505464,0.09810212959297684,0.8389178837683361,0.17896965054970942,0.26675578433695796,0.8232855486925785,0.5841017115224658,0.11094968107725019,0.5225763302492049,0.183038032039989,0.5841017115224658,0.11094968107725019,0.5225763302492049,0.183038032039989,162.80731391906738
285,2025-08-04 04:26:58,4096,0.0911525178799242,8,0.01,20,16,32,0.01,0.01,0.005,0.01,5e-05,1e-05,5e-05,0.01,0.3,2.0,logistic_regression,0.046318886081562906,0.14627742297169286,0.8400089975713843,0.1649848820273343,0.2906485830361599,0.8336166232480291,0.5959741149844227,0.11346562721474134,0.5338295013366395,0.18715203165656574,0.5959741149844227,0.11346562721474134,0.5338295013366395,0.18715203165656574,110.42031502723694
286,2025-08-04 04:28:41,4096,0.016848167228059895,8,10,50,16,64,0.005,0.01,0.01,0.01,0.0005,0.01,0.005,0.005,0.1,1.0,logistic_regression,0.046936969323777736,0.12381678599071141,0.8175972044405464,0.2141049700543901,0.29672180887596933,0.9104284890736741,0.5832735329737354,0.10676824946846208,0.5041732790088054,0.17621882265136482,0.5832735329737354,0.10676824946846208,0.5041732790088054,0.17621882265136482,102.8396565914154
287,2025-08-04 04:30:33,4096,0.03955085794533994,8,50,50,64,32,0.005,0.005,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.3,0.5,logistic_regression,0.043687304187660606,0.12616292914093688,0.8427121971543026,0.16356439082904323,0.2758063061807826,0.8495279185990704,0.5962362692787208,0.11272147413182142,0.5333953815443474,0.1861121968095463,0.5962362692787208,0.11272147413182142,0.5333953815443474,0.1861121968095463,111.73956084251404
289,2025-08-04 04:33:28,4096,0.044694788314666965,8,50,50,32,32,0.005,0.01,0.01,0.01,0.005,0.005,5e-05,0.01,0.3,2.0,logistic_regression,0.11239839682944935,0.324656126998466,0.7334485792524557,0.19350866978590384,0.40597665792959886,0.7558251089634265,0.5086422968319803,0.08348688873139617,0.4180399661639417,0.13917841407590814,0.5086422968319803,0.08348688873139617,0.4180399661639417,0.13917841407590814,114.15749263763428
290,2025-08-04 04:35:08,4096,0.0375207299225062,2,0.05,50,16,64,0.01,0.01,0.005,0.01,5e-05,0.0001,5e-05,0.001,0.3,1.0,logistic_regression,0.04532599853026535,0.12128315225043122,0.83048296103503,0.12045431719513049,0.22690245974301307,0.9571347227406366,0.5724020956382775,0.10453579021970234,0.5047785116394112,0.17320263266149963,0.5724020956382775,0.10453579021970234,0.5047785116394112,0.17320263266149963,100.30017113685608
291,2025-08-04 04:37:04,4096,0.03944751112411339,6,50,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,5e-05,0.01,0.4,1.0,logistic_regression,0.049963669360131246,0.14853757076786023,0.8429852315205799,0.14698477819023892,0.2762385898364558,0.8520013486527389,0.5946526879868027,0.1116938341601701,0.5308581323665658,0.18455652861708793,0.5946526879868027,0.1116938341601701,0.5308581323665658,0.18455652861708793,115.37788701057434
293,2025-08-04 04:40:13,4096,0.0415020588238042,8,0.5,50,64,64,0.005,0.01,0.01,0.01,5e-05,5e-05,1e-05,1e-05,0.2,2.0,logistic_regression,0.043444054306329825,0.08508631456014572,0.8222361590482298,0.2132502681728523,0.2719501100889258,0.8344802142957772,0.5943377617066792,0.11314670446491852,0.5287174283050131,0.18640279632924048,0.5943377617066792,0.11314670446491852,0.5287174283050131,0.18640279632924048,127.7807047367096
294,2025-08-04 04:42:00,4096,0.052222286796367916,8,50,15,32,16,0.01,0.01,0.005,0.01,0.001,0.0001,5e-05,0.0001,0.3,0.5,logistic_regression,0.08336504752074847,0.26795509511371474,0.8217419881238104,0.18553270863362487,0.37314952788423733,0.8134192627030098,0.5739781467296623,0.1031892274982282,0.49771016669060847,0.1709381907037789,0.5739781467296623,0.1031892274982282,0.49771016669060847,0.1709381907037789,106.69709658622742
295,2025-08-04 04:44:09,4096,0.08387661018030125,1,100,50,16,32,0.005,0.01,0.01,0.01,5e-05,0.0001,0.0005,0.01,0.1,1.0,logistic_regression,0.04379884421337089,0.07951335003169135,0.8187255549189958,0.1967936850568428,0.251974020510186,0.8793191675567192,0.5553633810572807,0.102586817859674,0.49369858759075774,0.16987491768138394,0.5553633810572807,0.102586817859674,0.49369858759075774,0.16987491768138394,129.21665477752686
