trial_number,timestamp,batch_size,gamma,G,beta,num_bins,embedding_k,embedding_k1,pred_lr,impu_lr,prop_lr,dis_lr,lamb_pred,lamb_imp,lamb_prop,dis_lamb,abc_model_name,mse,mae,auc,ndcg_20,precision_20,recall_20,f1_20,ndcg,precision,recall,f1,training_time
137,2025-08-01 23:14:35,4096,8.944701883051208,14,0.01,50,16,32,0.01,0.01,0.005,0.01,0.0001,5e-06,5e-06,0.001,mlp,0.2500000137420114,0.5000000134052304,0.5067048029877032,0.28454309094528224,0.05464209780297661,0.22796345262618373,0.08815397471838796,0.28454309094528224,0.05464209780297661,0.22796345262618373,0.08815397471838796,76.9539406299591
138,2025-08-01 23:15:30,4096,9.676986283636195,16,0.01,50,16,128,0.05,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,55.312862396240234
139,2025-08-01 23:16:53,4096,0.013275060067471145,4,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0001,5e-06,1e-06,1e-06,mlp,0.09932632355371822,0.2538262504518101,0.7671029988262174,0.4677483728172515,0.07834868887313963,0.3981559207288903,0.13093260265515544,0.4677483728172515,0.07834868887313963,0.3981559207288903,0.13093260265515544,82.50229263305664
140,2025-08-01 23:17:45,4096,0.8869630402203507,4,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0001,5e-06,1e-06,1e-06,mlp,0.24999969866743216,0.49999969714684195,0.5131189881612507,0.30921754298005744,0.06183557760453579,0.27536913152319126,0.10099271357296595,0.30921754298005744,0.06183557760453579,0.27536913152319126,0.10099271357296595,52.22430467605591
141,2025-08-01 23:18:45,4096,0.016577697940210287,4,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.10020566713572826,0.2563675943525784,0.7751673768000872,0.4935445922193284,0.08479801559177888,0.41757473616044266,0.14096906675038268,0.4935445922193284,0.08479801559177888,0.41757473616044266,0.14096906675038268,60.02779984474182
142,2025-08-01 23:19:40,4096,0.3091516494639483,4,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.23165244250765973,0.4808279322562322,0.6493050019107945,0.41384160297343037,0.05198440822111978,0.25587703367534453,0.08641300509117825,0.41384160297343037,0.05198440822111978,0.25587703367534453,0.08641300509117825,55.06322765350342
143,2025-08-01 23:20:36,4096,0.06510564655321538,20,0.01,50,16,16,0.01,0.05,0.005,0.005,0.0001,5e-06,0.005,5e-06,mlp,0.23763844391411906,0.48726818513341136,0.6496691731736884,0.41958977276378673,0.053224663359319635,0.26608234530039976,0.08870549577923235,0.41958977276378673,0.053224663359319635,0.26608234530039976,0.08870549577923235,55.93352746963501
144,2025-08-01 23:21:22,4096,0.681863711996434,18,0.01,50,16,64,0.01,0.01,0.005,0.01,0.0001,0.001,0.0005,0.0001,mlp,0.25000000563297686,0.5000000043260738,0.49917530315326075,0.28010012004297113,0.053366406803685325,0.21963473819213444,0.08586862730382938,0.28010012004297113,0.053366406803685325,0.21963473819213444,0.08586862730382938,45.95241093635559
145,2025-08-01 23:22:05,4096,0.2949681771707329,4,0.01,50,16,256,0.01,0.01,0.005,0.005,0.0001,5e-05,5e-05,1e-06,mlp,0.2344654127796422,0.48388375911267173,0.6538437336531545,0.42070448589808834,0.05563430191353651,0.26991429630050434,0.09225346712314213,0.42070448589808834,0.05563430191353651,0.26991429630050434,0.09225346712314213,43.145291805267334
146,2025-08-01 23:23:05,4096,0.020915045949984466,4,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-05,mlp,0.10016187071397455,0.2574234086505547,0.7761441726390921,0.49458477834705306,0.08497519489723601,0.41454029281848487,0.14103923918793604,0.49458477834705306,0.08497519489723601,0.41454029281848487,0.14103923918793604,59.899598598480225
147,2025-08-01 23:23:51,4096,0.5868491573129946,10,0.01,50,16,16,0.01,0.05,0.005,0.005,0.0001,5e-06,5e-05,1e-05,mlp,0.2500000870717594,0.5000000846475225,0.4984890778943829,0.2906166978949585,0.056555634301913536,0.25086824867456403,0.09230260702344809,0.2906166978949585,0.056555634301913536,0.25086824867456403,0.09230260702344809,45.19274950027466
148,2025-08-01 23:24:34,4096,2.34657562474572,4,0.5,50,16,512,0.05,0.01,0.005,0.005,0.005,5e-06,5e-05,0.001,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,43.730294704437256
149,2025-08-01 23:25:46,4096,1.7472624373415204,1,0.01,50,16,16,0.01,0.01,0.005,0.005,5e-05,5e-06,1e-05,5e-05,mlp,0.14721363688697975,0.3613424457411926,0.7034384213965181,0.4550356092487336,0.07072997873848334,0.3171912422716169,0.11566745311579872,0.4550356092487336,0.07072997873848334,0.3171912422716169,0.11566745311579872,71.16818380355835
150,2025-08-01 23:26:29,4096,0.42255740832689304,4,0.01,50,32,16,0.01,0.05,0.005,0.01,0.001,0.0001,0.0001,1e-06,mlp,0.25000004224007627,0.5000000417959802,0.5012604206939483,0.29027432137574855,0.05453579021970234,0.24131801584956844,0.08896602591298416,0.29027432137574855,0.05453579021970234,0.24131801584956844,0.08896602591298416,43.673420906066895
151,2025-08-01 23:27:34,4096,0.052863432239868446,4,0.01,50,16,32,0.01,0.01,0.005,0.05,0.0001,5e-06,5e-05,1e-06,mlp,0.11547353120636407,0.29649460877650197,0.7546499957554418,0.4955496585109365,0.08543586109142454,0.3919975069659505,0.1402945281750938,0.4955496585109365,0.08543586109142454,0.3919975069659505,0.1402945281750938,64.75312566757202
152,2025-08-01 23:28:29,4096,0.30143247985159055,4,0.01,50,64,16,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.22958549902490918,0.4785676580700018,0.6485716154102192,0.41109997190793185,0.0517363571934798,0.2592550348091529,0.08625905044330504,0.41109997190793185,0.0517363571934798,0.2592550348091529,0.08625905044330504,55.24808096885681
153,2025-08-01 23:29:32,4096,6.387209256691576,12,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0005,0.001,5e-06,5e-06,mlp,0.25000008202817864,0.5000000816882336,0.501026439577351,0.2855531489539757,0.05219702338766832,0.2188436866376266,0.08428983991815621,0.2855531489539757,0.05219702338766832,0.2188436866376266,0.08428983991815621,62.699873208999634
154,2025-08-01 23:30:29,4096,0.016464621474695088,14,10,50,16,64,0.05,0.01,0.005,0.005,0.0001,0.0005,5e-05,1e-06,mlp,0.1809362675157079,0.4171401061163518,0.6901583249328,0.4356244563657612,0.05928419560595323,0.31000482405393925,0.09953389161112325,0.4356244563657612,0.05928419560595323,0.31000482405393925,0.09953389161112325,57.183207988739014
155,2025-08-01 23:31:26,4096,1.4051867774731477,4,0.01,50,16,16,0.01,0.05,0.005,0.05,0.0001,5e-05,5e-05,1e-06,mlp,0.25000008099100257,0.500000064459263,0.49563535662602165,0.2946910022464168,0.0556343019135365,0.23697200592620107,0.09011269934738024,0.2946910022464168,0.0556343019135365,0.23697200592620107,0.09011269934738024,56.98322558403015
156,2025-08-01 23:32:26,4096,9.400729801090321,8,0.01,50,16,16,0.005,0.01,0.005,0.005,0.0001,5e-06,0.005,0.0001,mlp,0.249998885361175,0.49999823419821154,0.5000808267148084,0.28308814950768124,0.05326009922041106,0.22950354036146978,0.08645652849257467,0.28308814950768124,0.05326009922041106,0.22950354036146978,0.08645652849257467,58.859459400177
157,2025-08-01 23:33:25,4096,0.8072460183230041,4,0.5,50,64,256,0.01,0.01,0.005,0.01,0.005,5e-06,0.0005,1e-05,mlp,0.2499999201938724,0.4999999198261467,0.506673002097228,0.2750228288587627,0.0505669737774628,0.20279466392141074,0.08094921193169213,0.2750228288587627,0.0505669737774628,0.20279466392141074,0.08094921193169213,58.588573694229126
158,2025-08-01 23:34:26,4096,0.20681343727897722,16,1,10,256,32,0.01,0.01,0.005,0.005,5e-05,5e-06,5e-05,5e-05,mlp,0.24972525629721445,0.4997249381825874,0.6242377643485705,0.4290587467935132,0.05999291282778172,0.29305307548537096,0.0995966995433621,0.4290587467935132,0.05999291282778172,0.29305307548537096,0.0995966995433621,60.743064641952515
159,2025-08-01 23:35:25,4096,2.9164169608863078,4,0.01,50,32,512,0.01,0.05,0.005,0.005,0.001,5e-06,5e-05,1e-06,mlp,0.24999998092109746,0.4999999795768601,0.5046945304754199,0.2847426888811936,0.05255138199858257,0.2265980885441455,0.08531660610410738,0.2847426888811936,0.05255138199858257,0.2265980885441455,0.08531660610410738,58.95616340637207
160,2025-08-01 23:36:11,4096,0.48843515264386356,2,0.01,15,16,16,0.05,0.01,0.005,0.05,0.0001,0.0001,5e-05,0.001,mlp,0.21233463883992135,0.4578947064753146,0.6417089346178709,0.4293513309983533,0.05634301913536499,0.2810693464216287,0.09386908827515027,0.4293513309983533,0.05634301913536499,0.2810693464216287,0.09386908827515027,45.90725374221802
161,2025-08-01 23:37:12,4096,0.025103199663980825,6,0.01,50,16,32,0.01,0.01,0.005,0.005,0.0001,5e-06,1e-06,1e-06,mlp,0.11693676486434398,0.3105983681888111,0.7503634944999271,0.4540632681464447,0.06970233876683203,0.3566913771033293,0.11661627400547689,0.4540632681464447,0.06970233876683203,0.3566913771033293,0.11661627400547689,61.46606755256653
162,2025-08-01 23:37:55,4096,0.22271420893673127,4,0.01,50,16,16,0.005,0.01,0.05,0.005,0.0005,5e-06,5e-05,1e-06,mlp,0.25000088199910575,0.4999998874393769,0.4981027755532873,0.29180545319429957,0.05584691708008505,0.24083401933772425,0.0906687006614835,0.29180545319429957,0.05584691708008505,0.24083401933772425,0.0906687006614835,42.595802545547485
163,2025-08-01 23:38:41,4096,6.699860743272497,20,0.01,50,16,128,0.01,0.01,0.005,0.01,0.0001,0.0005,0.001,1e-06,mlp,0.24999986907129004,0.49999986588611384,0.500216654745727,0.29521836968040693,0.05527994330262225,0.23502343674428902,0.08950693068687166,0.29521836968040693,0.05527994330262225,0.23502343674428902,0.08950693068687166,45.762136697769165
164,2025-08-01 23:40:00,4096,0.022377410832250665,18,10,40,16,16,0.01,0.01,0.005,0.005,1e-06,0.001,0.0001,1e-06,mlp,0.1767156506233667,0.38012753402959454,0.6532197922683972,0.42841448239110097,0.07501771793054572,0.3451748371243051,0.12324934488538482,0.42841448239110097,0.07501771793054572,0.3451748371243051,0.12324934488538482,78.88287687301636
165,2025-08-01 23:40:55,4096,7.5973263504280215,4,0.05,50,64,16,0.01,0.05,0.005,0.005,0.0001,5e-05,1e-05,5e-06,mlp,0.24999970872463148,0.49999969531996646,0.5161306693130608,0.3125307393081995,0.061268603827073,0.27786418501970234,0.10039931985105975,0.3125307393081995,0.061268603827073,0.27786418501970234,0.10039931985105975,55.73209023475647
166,2025-08-01 23:41:42,4096,0.5466316844533756,10,0.01,5,256,64,0.005,0.01,0.05,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.250001545595185,0.49999823540442273,0.5078260428090332,0.2937413208915015,0.055811481218993625,0.24071854738352458,0.09061381573849088,0.2937413208915015,0.055811481218993625,0.24071854738352458,0.09061381573849088,46.231853008270264
167,2025-08-01 23:42:38,4096,0.276369657346363,1,1,45,16,256,0.05,0.01,0.005,0.05,0.0001,5e-06,5e-06,1e-06,mlp,0.14669307671143011,0.35911929631149775,0.7282130890628489,0.4746384980569548,0.08040396881644225,0.3640508781507534,0.1317170266188684,0.4746384980569548,0.08040396881644225,0.3640508781507534,0.1317170266188684,56.486703872680664
168,2025-08-01 23:43:31,4096,2.5704843437758007,1,1,45,16,256,0.05,0.01,0.005,0.05,0.0001,5e-06,5e-06,0.0001,mlp,0.22242108367281951,0.46893347202041824,0.6104623556004641,0.4069267513339418,0.057512402551382,0.29275798331916114,0.09613838717730055,0.4069267513339418,0.057512402551382,0.29275798331916114,0.09613838717730055,52.75042796134949
169,2025-08-01 23:44:31,4096,1.0326210026680536,12,0.5,20,32,32,0.01,0.05,0.005,0.01,5e-05,5e-06,1e-06,1e-05,mlp,0.250000185036571,0.5000001757487837,0.5012271787784379,0.2943281163388815,0.0562012756909993,0.23410790244366958,0.09064241682758571,0.2943281163388815,0.0562012756909993,0.23410790244366958,0.09064241682758571,59.84063124656677
170,2025-08-01 23:45:12,4096,2.23947279289131,4,0.01,35,16,512,0.01,0.01,0.05,0.005,0.005,5e-06,0.005,5e-05,mlp,0.24999992481763753,0.499999924117103,0.5014620836687415,0.27474822990806697,0.05049610205527994,0.20259153182115097,0.0808422166637437,0.27474822990806697,0.05049610205527994,0.20259153182115097,0.0808422166637437,41.377546310424805
171,2025-08-01 23:45:57,4096,5.9387461072458585,4,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0001,0.0001,5e-05,1e-06,mlp,0.24999996326716956,0.4999999581266593,0.507442955479193,0.300305443943462,0.058398299078667615,0.26224539109454553,0.09552462905394063,0.300305443943462,0.058398299078667615,0.26224539109454553,0.09552462905394063,44.76680135726929
172,2025-08-01 23:46:46,4096,0.18094777861646172,4,0.01,50,16,16,0.01,0.01,0.005,0.005,0.001,5e-06,5e-05,1e-06,mlp,0.2500000002820227,0.5000000002819582,0.5046763298878574,0.2838206918777616,0.05021261516654854,0.20005657743902738,0.0802764721450489,0.2838206918777616,0.05021261516654854,0.20005657743902738,0.0802764721450489,49.05678176879883
173,2025-08-01 23:47:38,4096,0.27846760653269415,14,0.01,10,16,128,0.005,0.01,0.005,0.05,5e-06,0.0005,0.0005,1e-06,mlp,0.22876569935687813,0.4706522754344285,0.5692827948864695,0.405393749500205,0.0689227498228207,0.32065842058300886,0.11345856411592542,0.405393749500205,0.0689227498228207,0.32065842058300886,0.11345856411592542,51.691593170166016
174,2025-08-01 23:48:25,4096,9.05438558628014,4,10,15,64,16,0.05,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,47.25699162483215
175,2025-08-01 23:49:28,4096,0.4098785975153537,8,0.01,50,512,16,0.01,0.05,0.05,0.01,0.0005,0.001,5e-05,0.001,mlp,0.2499999949873722,0.4999999949840447,0.5001665247291852,0.27178544985941916,0.050283486888731396,0.1940482039966164,0.07987028032335262,0.27178544985941916,0.050283486888731396,0.1940482039966164,0.07987028032335262,62.75013494491577
176,2025-08-01 23:51:27,4096,0.19584963425939722,16,0.05,50,256,16,0.01,0.01,0.005,0.005,1e-06,5e-05,0.001,1e-06,mlp,0.20999487628092567,0.45007392908636434,0.6310697074032504,0.4599218863276623,0.07841956059532247,0.34914148199783873,0.12807304163079586,0.4599218863276623,0.07841956059532247,0.34914148199783873,0.12807304163079586,118.72219753265381
177,2025-08-01 23:52:25,4096,8.369146873919306,4,5,40,16,64,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,5e-06,mlp,0.24999989340377718,0.49999988784704574,0.5034783332214583,0.2968364429116144,0.05928419560595323,0.24429577669721145,0.09541392669317915,0.2968364429116144,0.05928419560595323,0.24429577669721145,0.09541392669317915,57.694091796875
178,2025-08-01 23:53:45,4096,7.974759236932289,6,1,50,32,16,0.005,0.01,0.005,0.05,0.0001,5e-06,1e-05,1e-06,mlp,0.2500014441726302,0.5000005967391286,0.5022689887732797,0.2858399448902941,0.054748405386250885,0.23596328229329783,0.08887577612293321,0.2858399448902941,0.054748405386250885,0.23596328229329783,0.08887577612293321,79.76198101043701
179,2025-08-01 23:54:29,4096,3.406119165758316,2,0.01,5,16,256,0.05,0.05,0.05,0.005,0.0001,5e-06,0.0001,1e-06,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,44.86218476295471
180,2025-08-01 23:55:36,4096,0.021517365730425217,4,0.5,50,16,32,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,0.0001,mlp,0.11444243810970411,0.2854672358515056,0.7407691885314069,0.4874104969453538,0.08182140326009923,0.3886296203188654,0.13518185438740724,0.4874104969453538,0.08182140326009923,0.3886296203188654,0.13518185438740724,66.89327359199524
181,2025-08-01 23:56:19,4096,0.07248781831454804,6,0.01,25,16,128,0.05,0.01,0.005,0.05,0.0001,5e-06,0.001,0.0001,mlp,0.16831713380656435,0.3982472274141575,0.7246196527084134,0.4614610025358807,0.07749822820694544,0.34859855231464626,0.12680579340130588,0.4614610025358807,0.07749822820694544,0.34859855231464626,0.12680579340130588,42.59104919433594
182,2025-08-01 23:57:03,4096,0.4236741743313102,4,0.5,50,16,512,0.01,0.01,0.005,0.01,0.0001,5e-06,5e-05,1e-06,mlp,0.24858873229280362,0.4985811990748322,0.6092661305973005,0.4149773483046135,0.05921332388377038,0.2876877677679616,0.0982121381580736,0.4149773483046135,0.05921332388377038,0.2876877677679616,0.0982121381580736,43.60826802253723
183,2025-08-01 23:58:08,4096,0.050866974545769356,20,0.01,45,16,32,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-06,5e-05,mlp,0.2292543775206524,0.4783743619201204,0.671039497788481,0.4146329358523073,0.05056697377746279,0.2624554454644621,0.08479633925707154,0.4146329358523073,0.05056697377746279,0.2624554454644621,0.08479633925707154,65.40081858634949
184,2025-08-01 23:59:08,4096,0.7206611748788141,18,0.01,35,16,16,0.01,0.01,0.005,0.005,0.005,0.0001,1e-06,1e-05,mlp,0.24999997750412814,0.4999999773731072,0.5025533004574583,0.2802733182711378,0.050531537916371376,0.19397179123935462,0.0801763555331809,0.2802733182711378,0.050531537916371376,0.19397179123935462,0.0801763555331809,59.76085186004639
185,2025-08-02 00:00:07,4096,6.151025501386389,10,0.01,20,64,16,0.005,0.05,0.05,0.005,5e-06,0.0005,5e-05,1e-06,mlp,0.23665464966151095,0.4861911818002521,0.646991219791872,0.42684658710804296,0.05790219702338768,0.272636244168013,0.09551831531989095,0.42684658710804296,0.05790219702338768,0.272636244168013,0.09551831531989095,58.918312072753906
186,2025-08-02 00:00:54,4096,0.010419830851362697,4,0.01,50,512,128,0.01,0.01,0.005,0.05,5e-05,5e-06,0.005,0.001,mlp,0.22057142136193983,0.40416948238110706,0.5745312465581105,0.38673693348027416,0.0669029057406095,0.30400149734258575,0.1096702188092016,0.38673693348027416,0.0669029057406095,0.30400149734258575,0.1096702188092016,47.04277586936951
187,2025-08-02 00:01:36,4096,4.041563494424944,4,5,50,256,16,0.05,0.01,0.005,0.005,0.001,0.001,0.0005,1e-06,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,41.95121455192566
188,2025-08-02 00:02:23,4096,0.3730389934276949,12,0.05,10,16,64,0.01,0.01,0.005,0.01,0.0001,1e-06,5e-05,1e-06,mlp,0.25000008267260354,0.5000000754289138,0.5068886556364153,0.3007789616937915,0.05708717221828491,0.24546622410262578,0.09263140179233363,0.3007789616937915,0.05708717221828491,0.24546622410262578,0.09263140179233363,47.033546686172485
189,2025-08-02 00:03:12,4096,0.5511973630441616,1,10,15,32,16,0.01,0.05,0.05,0.005,1e-06,5e-05,5e-05,5e-06,mlp,0.16661752721677975,0.27680530041998297,0.6529568450773668,0.4535696667381663,0.0781715095676825,0.3425700276591289,0.12729532896259224,0.4535696667381663,0.0781715095676825,0.3425700276591289,0.12729532896259224,48.61606192588806
190,2025-08-02 00:04:00,4096,7.41419076009391,4,0.01,50,16,256,0.005,0.01,0.005,0.005,0.0005,5e-06,5e-05,1e-06,mlp,0.2500014545260305,0.5000004309675432,0.4961871422246891,0.2683015922688762,0.04808646350106307,0.19334803192784236,0.07701818303787791,0.2683015922688762,0.04808646350106307,0.19334803192784236,0.07701818303787791,47.80203032493591
191,2025-08-02 00:04:46,4096,3.768819145496482,4,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.24999998261905965,0.49999997925265904,0.502959805024868,0.2953603072726175,0.05999291282778172,0.25341791963783145,0.09701821115897957,0.2953603072726175,0.05999291282778172,0.25341791963783145,0.09701821115897957,46.362141609191895
192,2025-08-02 00:05:33,4096,4.318291981577358,14,0.01,25,16,16,0.01,0.01,0.005,0.05,0.0001,0.005,0.0001,0.0001,mlp,0.2500000978702339,0.5000000969442601,0.5021718570266778,0.29693884016447814,0.05786676116229625,0.2514298375182637,0.09408076531595423,0.29693884016447814,0.05786676116229625,0.2514298375182637,0.09408076531595423,47.105199337005615
193,2025-08-02 00:06:16,4096,0.2405671425233631,4,1,50,16,32,0.05,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.21826443337076498,0.46513705391073523,0.6510495140971987,0.4325521226972876,0.05595322466335932,0.28286157077423063,0.09342577261255755,0.4325521226972876,0.05595322466335932,0.28286157077423063,0.09342577261255755,42.25352883338928
194,2025-08-02 00:08:01,4096,0.03392622875926306,8,0.5,50,512,16,0.01,0.05,0.05,0.01,0.0001,5e-06,1e-05,1e-05,mlp,0.1374103396965574,0.3390195714113468,0.7386642365703653,0.48834859823503113,0.0819277108433735,0.37979294827683857,0.13478091669567677,0.48834859823503113,0.0819277108433735,0.37979294827683857,0.13478091669567677,105.73353028297424
195,2025-08-02 00:08:53,4096,5.645423681020638,4,0.5,40,512,512,0.01,0.05,0.05,0.01,0.0001,5e-06,1e-05,1e-05,mlp,0.2499990575177133,0.4999988726681748,0.5019414780855045,0.2894245329926187,0.05382707299787385,0.22437186679462817,0.0868247798617181,0.2894245329926187,0.05382707299787385,0.22437186679462817,0.0868247798617181,51.33966541290283
196,2025-08-02 00:10:02,4096,0.019041897875695914,16,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0001,0.0001,0.001,5e-05,mlp,0.18954342871416618,0.4302777136015627,0.6918397518152548,0.4230121828853274,0.054819277108433734,0.269978526182459,0.0911337914860691,0.4230121828853274,0.054819277108433734,0.269978526182459,0.0911337914860691,69.22121691703796
197,2025-08-02 00:11:23,4096,7.103481654576267,8,0.01,5,256,16,0.005,0.01,0.005,0.005,0.005,5e-06,5e-06,1e-06,mlp,0.2500005164232739,0.5000002983418265,0.5008804484870083,0.2792181913341407,0.049893692416725734,0.2155884943475242,0.08103373078746139,0.2792181913341407,0.049893692416725734,0.2155884943475242,0.08103373078746139,80.76251554489136
198,2025-08-02 00:13:12,4096,0.010179195561157345,2,0.01,50,64,128,0.01,0.01,0.005,0.05,5e-06,0.0005,5e-05,0.001,mlp,0.20307142996184702,0.3081475789385411,0.5929839035474819,0.42013878132923105,0.071367824238129,0.32801618417864714,0.11722953792027749,0.42013878132923105,0.071367824238129,0.32801618417864714,0.11722953792027749,109.2978286743164
199,2025-08-02 00:14:28,4096,0.28081502448305284,4,0.01,35,32,16,0.05,0.05,0.01,0.005,5e-05,5e-06,1e-06,1e-06,mlp,0.17045096562662865,0.40145194687790736,0.7038400802171945,0.43969271249888925,0.06523742026931255,0.3015961273481873,0.10727128660504325,0.43969271249888925,0.06523742026931255,0.3015961273481873,0.10727128660504325,75.36058592796326
200,2025-08-02 00:15:17,4096,2.0407991304766164,6,5,45,16,64,0.01,0.01,0.05,0.01,0.001,1e-06,0.005,1e-06,mlp,0.249999928611665,0.4999999284276538,0.49844272814878265,0.2781990421226623,0.05116938341601701,0.2066540846943745,0.08202792532202623,0.2781990421226623,0.05116938341601701,0.2066540846943745,0.08202792532202623,49.4876606464386
201,2025-08-02 00:16:00,4096,9.45822526305366,4,0.01,50,16,16,0.01,0.01,0.005,0.005,0.0001,5e-06,5e-05,1e-06,mlp,0.2499998416296325,0.49999983292677547,0.5071710965433315,0.3151332130043173,0.06130403968816442,0.26644461888310816,0.09967474199230547,0.3151332130043173,0.06130403968816442,0.26644461888310816,0.09967474199230547,42.610777854919434
202,2025-08-02 00:17:00,4096,0.014773616733451761,20,10,20,16,16,0.01,0.01,0.01,0.005,0.0001,0.001,5e-05,5e-06,mlp,0.20791253249028696,0.45435660309570397,0.6966545858127636,0.4550375037501514,0.06208362863217576,0.3298250132391905,0.10449748460645226,0.4550375037501514,0.06208362863217576,0.3298250132391905,0.10449748460645226,60.00647807121277
203,2025-08-02 00:17:49,4096,0.2324182299239749,18,0.05,50,16,256,0.01,0.01,0.005,0.005,0.0005,5e-05,0.0005,1e-06,mlp,0.25000000012181656,0.49999999785910243,0.502259124604594,0.28293723991233555,0.05464209780297661,0.22301333656904784,0.08777725943477416,0.28293723991233555,0.05464209780297661,0.22301333656904784,0.08777725943477416,48.55877685546875
204,2025-08-02 00:19:29,4096,0.4471100168600767,4,0.01,10,512,32,0.005,0.05,0.005,0.005,1e-06,5e-06,5e-05,1e-06,mlp,0.13946755625838045,0.30312081548714565,0.6679713843617938,0.45669104004350236,0.07841956059532247,0.344462321347066,0.12775474682247917,0.45669104004350236,0.07841956059532247,0.344462321347066,0.12775474682247917,100.57015919685364
205,2025-08-02 00:20:17,4096,0.2749842712847844,10,0.5,50,16,16,0.01,0.01,0.005,0.05,0.0001,0.005,5e-05,0.0001,mlp,0.24999911861699584,0.4999991095191883,0.5242128483210716,0.3275547489660192,0.0639971651311127,0.28734163505673677,0.10467987058610023,0.3275547489660192,0.0639971651311127,0.28734163505673677,0.10467987058610023,47.180614948272705
206,2025-08-02 00:21:06,4096,9.88875151781572,4,1,15,64,512,0.05,0.01,0.01,0.01,0.0001,5e-06,5e-05,1e-05,mlp,0.25,0.5,0.5,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,0.2870707582917691,0.04953933380581148,0.19350661404370034,0.07888375701436286,49.03538990020752
207,2025-08-02 00:22:12,4096,0.6293623369836423,1,0.01,50,256,16,0.01,0.01,0.05,0.005,0.0001,5e-06,0.0001,5e-05,mlp,0.15766455765349321,0.3824929140893895,0.7039240483820663,0.44870482812783563,0.06498936924167258,0.3045271195902258,0.10711849683198069,0.44870482812783563,0.06498936924167258,0.3045271195902258,0.10711849683198069,66.24631953239441
208,2025-08-02 00:23:47,4096,0.1983744199439571,4,0.01,25,16,16,0.01,0.01,0.005,0.005,0.0001,5e-06,1e-05,1e-06,mlp,0.18574163825778844,0.42456932685438487,0.6851220980744697,0.42270578825133226,0.053579021970233884,0.2726172770650612,0.08955691478126668,0.42270578825133226,0.053579021970233884,0.2726172770650612,0.08955691478126668,94.5483603477478
209,2025-08-02 00:24:54,4096,6.781119718062986,12,0.1,50,32,128,0.005,0.05,0.005,0.005,0.005,0.0001,5e-05,0.005,mlp,0.2500001614056978,0.500000080648958,0.4969526757405063,0.27348559940146067,0.049964564138908575,0.20154324229777137,0.08007719839173927,0.27348559940146067,0.049964564138908575,0.20154324229777137,0.08007719839173927,67.69726967811584
210,2025-08-02 00:26:22,4096,0.03538480797055815,14,0.01,40,16,16,0.01,0.01,0.005,0.05,5e-05,5e-06,5e-06,1e-06,mlp,0.1269855965825375,0.3293722123472573,0.75441368391055,0.4743800396740729,0.07742735648476258,0.3639274154601619,0.12768837915693138,0.4743800396740729,0.07742735648476258,0.3639274154601619,0.12768837915693138,87.65289497375488
211,2025-08-02 00:27:27,4096,0.25939315031864113,4,0.01,40,16,16,0.01,0.01,0.005,0.05,5e-05,5e-06,5e-05,1e-06,mlp,0.1607114705232422,0.3872450879727409,0.7232000401746319,0.45865531238787316,0.07282069454287739,0.32374748330470127,0.11889767211638559,0.45865531238787316,0.07282069454287739,0.32374748330470127,0.11889767211638559,64.79038190841675
